MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,9A-570-320,Power Tools,Cutting & Abrasive Accessories,Abrasive Sheets & Discs,,9A-570-320,9A-570-320 Abranet 2.75x30,,,,Mirka Abrasives Inc (MIRUS),Mirka USA Inc,Mirka®,,9A-570-320,,Building & Hardware>Power Tools>Accessories>Abrasive Sheets & Discs,"Mirka USA Inc, Mirka®, Abrasive Sheet, Abranet, 9A-570-320",ABRASIVE SHEET 9A,"Mirka® Abranet 9A-570-320 Abrasive Sheet With Amperage 9 A, Size .75 in x 30 in","Mirka® Abrasive Sheet Abranet, 9 A, .75 in x 30 in",Abrasive Sheet from Mirka® model 9A-570-320 .,"Mirka®-brand abrasive sheet solution built for the worksite. Featuring Abranet, 9 A, .75 in x 30 in. Engineered for reliable, consistent performance.",Series: Abranet,Amperage A: 9,Size: .75 in x 30 in,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,,,,,,Abrasive Sheet,Series,Abranet,,Amperage Rating,9,A,Size,.75 in x 30 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer,,1,ea,,.75,in,,,30,in,,,,,MIRKA_9A-570-320.jpg,,,,,,,Refer to manufacturer,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,DBD090094101F,Power Tools,Cutting & Abrasive Accessories,Cut-Off Discs,,DBD090094101F,"DBD090094101F Diablo 9"" - Metal Cut-Off Disc",,,,Freud Inc (2435),Freud America Inc,Diablo,,DBD090094101F,,Building & Hardware>Power Tools>Accessories>Cut-Off Discs,"Freud America Inc, Diablo, Cut-Off Disc, DBD090094101F",CUT OFF DISC,Diablo DBD090094101F Cut-Off Disc,Diablo Cut-Off Disc,Cut-Off Disc from Diablo model DBD090094101F .,"Diablo-brand cut-off disc solution built for the worksite. Engineered for reliable, consistent performance.",Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,,,,,,Cut-Off Disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer,,1,ea,,,,,,,,,,,,DIABLO_DBD090094101F.jpg,,,,,,,Refer to manufacturer,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,DBDS12125A01F,Power Tools,Cutting & Abrasive Accessories,Cut-Off Discs,,DBDS12125A01F,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",,,,Freud Inc (2435),Freud America Inc,Diablo,,DBDS12125A01F,,Building & Hardware>Power Tools>Accessories>Cut-Off Discs,"Freud America Inc, Diablo, Cut-Off Disc, Steel Demon, DBDS12125A01F",CUT OFF DISC STL,Diablo Steel Demon DBDS12125A01F Cut-Off Disc With Steel,"Diablo Cut-Off Disc Steel Demon, Steel",Cut-Off Disc from Diablo model DBDS12125A01F .,"Diablo-brand cut-off disc solution built for the worksite. Featuring Steel Demon, Steel. Engineered for reliable, consistent performance.",Series: Steel Demon,Material: Steel,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,,,,,,Cut-Off Disc,Series,Steel Demon,,Material,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer,,1,ea,,,,,,,,,,,,DIABLO_DBDS12125A01F.jpg,,,,,,,Refer to manufacturer,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,DBDS12125G01F,Power Tools,Cutting & Abrasive Accessories,Cut-Off Discs,,DBDS12125G01F,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",,,,Freud Inc (2435),Freud America Inc,Diablo,,DBDS12125G01F,,Building & Hardware>Power Tools>Accessories>Cut-Off Discs,"Freud America Inc, Diablo, Cut-Off Disc, Speed Demon, DBDS12125G01F",CUT OFF DISC,Diablo Speed Demon DBDS12125G01F Cut-Off Disc With Size 12 in x 20 in,"Diablo Cut-Off Disc Speed Demon, 12 in x 20 in",Cut-Off Disc from Diablo model DBDS12125G01F .,"Diablo-brand cut-off disc solution built for the worksite. Featuring Speed Demon, 12 in x 20 in. Engineered for reliable, consistent performance.",Series: Speed Demon,Size: 12 in x 20 in,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,,,,,,Cut-Off Disc,Series,Speed Demon,,Size,12 in x 20 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer,,1,ea,,12,in,,,20,in,,,,,DIABLO_DBDS12125G01F.jpg,,,,,,,Refer to manufacturer,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,DBDS14125A01F,Power Tools,Cutting & Abrasive Accessories,Cut-Off Discs,,DBDS14125A01F,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",,,,Freud Inc (2435),Freud America Inc,Diablo,,DBDS14125A01F,,Building & Hardware>Power Tools>Accessories>Cut-Off Discs,"Freud America Inc, Diablo, Cut-Off Disc, Steel Demon, DBDS14125A01F",CUT OFF DISC STL,"Diablo Steel Demon DBDS14125A01F Cut-Off Disc With Size 14 in x 1 in, Steel","Diablo Cut-Off Disc Steel Demon, 14 in x 1 in, Steel",Cut-Off Disc from Diablo model DBDS14125A01F .,"Diablo-brand cut-off disc solution built for the worksite. Featuring Steel Demon, 14 in x 1 in, Steel. Engineered for reliable, consistent performance.",Series: Steel Demon,Size: 14 in x 1 in,Material: Steel,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,,,,,,Cut-Off Disc,Series,Steel Demon,,Size,14 in x 1 in,,Material,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer,,1,ea,,14,in,,,1,in,,,,,DIABLO_DBDS14125A01F.jpg,,,,,,,Refer to manufacturer,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,DBDS14125G01F,Power Tools,Cutting & Abrasive Accessories,Cut-Off Discs,,DBDS14125G01F,"DBDS14125G01F Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc",,,,Freud Inc (2435),Freud America Inc,Diablo,,DBDS14125G01F,,Building & Hardware>Power Tools>Accessories>Cut-Off Discs,"Freud America Inc, Diablo, Cut-Off Disc, Steel Demon, DBDS14125G01F",CUT OFF DISC STL,"Diablo Steel Demon DBDS14125G01F Cut-Off Disc With Size 14 in x 20 in, Steel","Diablo Cut-Off Disc Steel Demon, 14 in x 20 in, Steel",Cut-Off Disc from Diablo model DBDS14125G01F .,"Diablo-brand cut-off disc solution built for the worksite. Featuring Steel Demon, 14 in x 20 in, Steel. Engineered for reliable, consistent performance.",Series: Steel Demon,Size: 14 in x 20 in,Material: Steel,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,,,,,,Cut-Off Disc,Series,Steel Demon,,Size,14 in x 20 in,,Material,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer,,1,ea,,14,in,,,20,in,,,,,DIABLO_DBDS14125G01F.jpg,,,,,,,Refer to manufacturer,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,49-94-0013,Power Tools,Cutting & Abrasive Accessories,Cut-Off Discs,,49-94-0013,"49-94-0013 Milw 5""x.045""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corporation,MILWAUKEE®,,49-94-0013,,Building & Hardware>Power Tools>Accessories>Cut-Off Discs,"Milwaukee Electric Tool Corporation, MILWAUKEE®, Cut-Off Disc, 49-94-0013",CUT OFF DISC,MILWAUKEE® 49-94-0013 Cut-Off Disc With Size 5 in,"MILWAUKEE® Cut-Off Disc, 5 in",Cut-Off Disc from MILWAUKEE® model 49-94-0013 .,"MILWAUKEE®-brand cut-off disc solution built for the worksite. Featuring 5 in. Engineered for reliable, consistent performance.",Size: 5 in,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,,,,,,Cut-Off Disc,Size,5 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer,,1,ea,,,,5,in,,,,,,,MILWAUKEE_49-94-0013.jpg,,,,,,,Refer to manufacturer,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,49-94-0029,Power Tools,Cutting & Abrasive Accessories,Cut-Off Discs,,49-94-0029,"49-94-0029 Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corporation,MILWAUKEE®,,49-94-0029,,Building & Hardware>Power Tools>Accessories>Cut-Off Discs,"Milwaukee Electric Tool Corporation, MILWAUKEE®, Cut-Off Disc, 49-94-0029",CUT OFF DISC,MILWAUKEE® 49-94-0029 Cut-Off Disc With Size 6-1/2 in,"MILWAUKEE® Cut-Off Disc, 6-1/2 in",Cut-Off Disc from MILWAUKEE® model 49-94-0029 .,"MILWAUKEE®-brand cut-off disc solution built for the worksite. Featuring 6-1/2 in. Engineered for reliable, consistent performance.",Size: 6-1/2 in,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,,,,,,Cut-Off Disc,Size,6-1/2 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer,,1,ea,,,,6-1/2,in,,,,,,,MILWAUKEE_49-94-0029.jpg,,,,,,,Refer to manufacturer,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,49-94-0033,Power Tools,Cutting & Abrasive Accessories,Cut-Off Discs,,49-94-0033,"49-94-0033 Milw 7""x1/16""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corporation,MILWAUKEE®,,49-94-0033,,Building & Hardware>Power Tools>Accessories>Cut-Off Discs,"Milwaukee Electric Tool Corporation, MILWAUKEE®, Cut-Off Disc, 49-94-0033",CUT OFF DISC,MILWAUKEE® 49-94-0033 Cut-Off Disc With Size 7 in,"MILWAUKEE® Cut-Off Disc, 7 in",Cut-Off Disc from MILWAUKEE® model 49-94-0033 .,"MILWAUKEE®-brand cut-off disc solution built for the worksite. Featuring 7 in. Engineered for reliable, consistent performance.",Size: 7 in,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,,,,,,Cut-Off Disc,Size,7 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer,,1,ea,,,,7,in,,,,,,,MILWAUKEE_49-94-0033.jpg,,,,,,,Refer to manufacturer,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,49-94-0001,Power Tools,Cutting & Abrasive Accessories,Cut-Off Discs,,49-94-0001,"49-94-0001 Milw 4""x.040""x5/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corporation,MILWAUKEE®,,49-94-0001,,Building & Hardware>Power Tools>Accessories>Cut-Off Discs,"Milwaukee Electric Tool Corporation, MILWAUKEE®, Cut-Off Disc, 49-94-0001",CUT OFF DISC,MILWAUKEE® 49-94-0001 Cut-Off Disc With Size 4 in,"MILWAUKEE® Cut-Off Disc, 4 in",Cut-Off Disc from MILWAUKEE® model 49-94-0001 .,"MILWAUKEE®-brand cut-off disc solution built for the worksite. Featuring 4 in. Engineered for reliable, consistent performance.",Size: 4 in,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,,,,,,Cut-Off Disc,Size,4 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer,,1,ea,,,,4,in,,,,,,,MILWAUKEE_49-94-0001.jpg,,,,,,,Refer to manufacturer,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,49-94-0039,Power Tools,Cutting & Abrasive Accessories,Cut-Off Discs,,49-94-0039,"49-94-0039 Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corporation,MILWAUKEE®,,49-94-0039,,Building & Hardware>Power Tools>Accessories>Cut-Off Discs,"Milwaukee Electric Tool Corporation, MILWAUKEE®, Cut-Off Disc, 49-94-0039",CUT OFF DISC,MILWAUKEE® 49-94-0039 Cut-Off Disc With Size 7 in,"MILWAUKEE® Cut-Off Disc, 7 in",Cut-Off Disc from MILWAUKEE® model 49-94-0039 .,"MILWAUKEE®-brand cut-off disc solution built for the worksite. Featuring 7 in. Engineered for reliable, consistent performance.",Size: 7 in,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,,,,,,Cut-Off Disc,Size,7 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer,,1,ea,,,,7,in,,,,,,,MILWAUKEE_49-94-0039.jpg,,,,,,,Refer to manufacturer,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,49-94-0043,Power Tools,Cutting & Abrasive Accessories,Cut-Off Discs,,49-94-0043,"49-94-0043 Milw 9""x3/32""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corporation,MILWAUKEE®,,49-94-0043,,Building & Hardware>Power Tools>Accessories>Cut-Off Discs,"Milwaukee Electric Tool Corporation, MILWAUKEE®, Cut-Off Disc, 49-94-0043",CUT OFF DISC,MILWAUKEE® 49-94-0043 Cut-Off Disc With Size 9 in,"MILWAUKEE® Cut-Off Disc, 9 in",Cut-Off Disc from MILWAUKEE® model 49-94-0043 .,"MILWAUKEE®-brand cut-off disc solution built for the worksite. Featuring 9 in. Engineered for reliable, consistent performance.",Size: 9 in,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,Professional-grade build,Compatible with standard mounting,Manufacturer warranty applies,,,,,,Cut-Off Disc,Size,9 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Manufacturer,,1,ea,,,,9,in,,,,,,,MILWAUKEE_49-94-0043.jpg,,,,,,,Refer to manufacturer,,,,,,,,,,,,,,,,,,,No,Yes
